Product,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Revenue
BEEFMINCECHEMICALFREEFROZEN,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,52.27272727272727,45.0,45.0,45.0,45.0,46.875,48.0,41.6,55.0,55.0,55.0,55.0,55.0,55.0,13033.0
BENCHPRESSOATSWITHAPPLEANDCINNAMONWITHWHEYPROTEIN,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,21.16378947368421,19.950307167235493,17.110675669902914,12820.959594
UNSWEETENEDALMONDMILK,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,33.16417910447761,33.29,35.0,35.0,35.0,35.0,35.0,35.0,33.8235294117647,34.635416666666664,12476.95
CAIRO,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,12.857142857142858,12.857142857142858,12.857142857142858,13.14516129032258,14.788732394366198,15.0,12225.0
CHIASEEDSORGANIC,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,100.33333333333333,105.0,84.3629090909091,84.3629090909091,84.3629090909091,84.3629090909091,76.82425806451613,98.0,11843.056
BALADYWHOLECHICKENCHEMICALFREE,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,41.193333333333335,45.5,45.5,45.5,45.5,45.5,47.708333333333336,-50.0,50.0,11772.3
BEEFMINCENOFATCHEMICALFREEFROZEN,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,60.19655172413793,61.66025364285714,11765.130653
PUREOATSGLUTENFREE,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,41.25521518987342,39.96213114754099,45.233333333333334,11657.114
MUESLIWITHQUINOAAMARANTHAPPLESEEDSANDNUTSGLUTENFREE,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.03333333333333,58.8,55.44729508196721,55.44729508196721,55.44729508196721,55.44729508196721,55.44729508196721,55.44729508196721,55.44729508196721,52.60814606741573,32.842255833333326,11508.184745
DRIEDBLUEBERRIES250G,53.93,53.93,53.92999999999999,53.93,53.93,53.93,53.93,55.5,55.5,56.510000000000005,60.550000000000004,61.27,61.27,38.49842105263158,44.714285714285715,60.0,60.0,60.0,60.0,60.0,36.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,64.0,64.0,64.0,64.0,64.0,64.0,61.44,57.142857142857146,11463.03
RAWALMONDSSHELLED250G,22.7,22.7,22.7,22.7,22.7,22.700000000000003,22.700000000000003,27.0,27.0,27.0,28.93285714285714,29.459999999999997,29.459999999999994,29.46,29.60727272727273,30.0,30.90909090909091,35.0,35.0,35.0,35.0,35.25,33.27636363636364,28.51,28.51,28.50977272727273,28.509999999999998,28.959999999999997,36.3016,37.62,42.69565217391305,42.69565217391305,42.69565217391305,42.69565217391305,41.8,44.0,11324.905
OSOOLBEGAWICHICKENFROZEN,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,11026.0
RAWPECAN250G,49.14,49.14,49.14,49.14,49.14,49.14,49.14,49.14,49.13999999999999,49.13999999999999,57.82,66.5,65.17,65.17,66.5,72.5,72.5,72.5,72.5,72.5,72.5,75.625,78.0,64.5,64.5,64.5,64.5,66.875,74.0,74.0,74.0,74.0,74.0,74.0,69.06666666666666,64.75,10798.77
MUESLIWITHMIXEDBERRIESOATFLAKESANDSEEDSORGANIC,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,55.29128787878788,51.78341121495327,33.948019605263156,10616.074745
QUINOAWHITEORGANIC,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,91.5,78.13250000000001,57.43269230769231,55.0,57.00857142857143,57.00857142857143,57.00857142857143,57.00857142857143,57.00857142857143,57.00857142857143,57.00857142857143,57.00857142857143,57.00857142857143,10419.41
BEEFESCALOPECHEMICALFREEFROZEN,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,73.0,49.0,49.0,49.0,49.0,49.588235294117645,50.0,58.0,58.0,58.0,58.0,58.0,56.696296296296296,62.0,10398.8
GRANOLAWITHFRUITSANDSEEDSGLUTENFREE,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,38.33306666666667,52.0,52.0,10289.944
SKINNYOATSWITHBERRIESANDGREENTEAEXTRACTFORWEIGHTLOSS,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.205295454545453,17.771282868525894,14.803255424778762,9667.425863
ALMONDMILKORGANIC946ML,31.900000000000002,31.900000000000002,31.900000000000002,31.900000000000002,31.900000000000002,31.9,31.9,31.9,31.900000000000002,31.900000000000002,31.900000000000002,33.423508771929825,33.423508771929825,33.423508771929825,33.6,33.6,33.6,33.6,30.133333333333336,30.133333333333336,30.133333333333336,30.133333333333336,30.133333333333336,30.133333333333336,30.133333333333336,30.133333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,9520.84
BEEFCUTLETS1KG,76.5,76.5,76.5,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,76.83,77.02499999999999,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,9451.62
APPLECIDERVINEGARORGANIC,27.9,27.9,27.9,27.9,27.9,27.900000000000002,27.9,27.900000000000002,27.9,27.900000000000002,27.900000000000002,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.316,38.0,38.0,35.0,35.0,35.0,35.0,35.0,34.75197,9284.62758
KALEDEFAULT,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.7890625,19.0,19.0,19.0,19.0,19.0,20.333333333333332,20.694915254237287,21.0,21.0,21.0,21.0,21.0,21.0,21.0,9203.0
BALADYEGGSCHEMICALFREE,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,16.6,16.6,16.6,16.6,16.6,16.6,9095.8
BROWNRICEPENNEAMERICANGLUTENFREEORGANIC340G,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,47.0625,47.0625,47.25,47.25,47.25,49.5,49.5,49.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,46.99545454545455,49.0,49.0,45.0,45.0,45.0,45.0,45.0,45.0,8981.149999999998
GOJIBERRIES,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,54.1,64.0,64.0,64.0,64.0,64.0,64.0,64.0,55.267,51.62466666666667,63.10456557142857,8851.171959000003
RAWWALNUTSHELLED250G,28.650000000000002,28.65,28.650000000000002,28.650000000000002,28.65,28.650000000000002,28.65,35.0,35.0,35.0,37.5,37.5,37.5,37.5,37.5,37.5,38.333333333333336,40.0,40.0,40.0,40.0,46.0,47.875,41.5,41.5,40.833333333333336,41.5,41.5,40.625,41.5,48.0,48.0,48.0,51.8,49.6875,48.230000000000004,8314.5
DUCK,86.4,86.4,86.4,86.4,86.4,86.4,86.39999999999999,86.39999999999999,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.39999999999999,86.4,88.39999999999999,88.39999999999999,88.39999999999999,88.39999999999999,88.39999999999999,88.39999999999999,88.39999999999999,94.2,100.0,100.0,100.0,100.0,100.0,142.835,154.0,8275.810000000003
TOPSIDESTEAKCHEMICALFREEFROZEN,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,50.0,50.0,50.0,50.0,50.0,50.0,58.0,58.0,58.0,58.0,58.0,57.473684210526315,62.0,8202.0
RAWSUNFLOWERSEEDSHELLED566G,47.61,47.61000000000001,47.61,47.61,47.9,47.9,47.9,47.9,47.9,47.9,52.5,52.5,52.5,52.5,52.5,52.5,55.0,55.0,55.0,55.0,58.0,58.0,59.714285714285715,59.714285714285715,59.714285714285715,59.714285714285715,60.0,59.11764705882353,61.6,62.0,62.0,62.0,62.0,62.0,65.0,61.304860142857144,8072.454020999998
BANANASIMPORTED,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,14.531,13.67,14.61875,16.2,16.2,16.2,16.2,16.09967435,16.2,16.200000000000003,16.2,19.357142857142858,20.5,16.0,16.0,16.0,17.529411764705884,18.0,18.0,20.716,20.716,20.716,20.716,20.716,20.716,21.965714285714284,22.0,8025.363486999998
MUESLIWITHBRANBERRYANDSTRAWBERRIESORGANIC,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,38.0,38.0,38.0,37.457142857142856,38.0,34.199999999999996,34.417741935483875,34.417741935483875,34.417741935483875,34.417741935483875,34.417741935483875,34.417741935483875,34.417741935483875,32.05045871559633,19.278753813953486,7615.186414
OATMILKORGANIC946ML,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.900000000000002,31.900000000000002,31.9,31.9,31.9,31.9,33.6,33.6,33.6,33.6,33.6,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,7588.75
CHIASEEDS,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.07857142857142,87.335625,218.68,15.62,12.495999999999999,12.495999999999999,12.495999999999999,12.495999999999999,12.495999999999999,12.495999999999999,12.495999999999999,12.495999999999999,7483.467499999998
BEEFSTRIPSCHEMICALFREEFROZEN,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,58.8,47.0,47.0,47.0,47.0,47.0,47.0,56.0,56.0,56.0,56.0,56.0,56.52,61.396887166666666,7374.781323
RAWCASHEWNUT250G,26.599999999999994,26.6,26.6,26.599999999999998,26.6,26.6,26.6,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.5,37.5,37.5,37.5,39.333333333333336,36.75,33.5,33.5,35.9,33.5,37.1,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,7251.6
BROWNRICEEGYPTIAN,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.399999999999997,10.4,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.350000000000001,12.35,12.350000000000001,12.35,12.299999999999997,12.0,12.0,12.0,8.057692307692308,7.0,7.411333333333333,8.0,7.979166666666667,8.36,8.36,8.36,8.36,8.769767441860466,9.0,7227.45
CHICKENCUTLETSSHISHTAWOOK1KG,39.7,39.7,39.699999999999996,39.7,39.7,39.7,39.699999999999996,39.7,39.699999999999996,39.7,39.7,39.699999999999996,39.699999999999996,39.699999999999996,39.7,39.7,39.7,39.7,39.7,39.7,39.699999999999996,41.13333333333333,48.42307692307692,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,7008.5
BROWNRICESPAGHETTIAMERICANGLUTENFREEORGANIC284G,41.9,41.9,41.9,41.9,41.9,41.89999999999999,41.9,41.9,41.9,41.9,41.9,41.9,46.125,46.125,47.25,47.25,47.25,49.5,49.5,49.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,45.0,45.0,45.0,45.0,43.75,45.0,6959.65
MAPLESYRUPORGANIC,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,96.0,94.8250237,92.86597933333333,6879.098412
WHEYPROTEIN340G,116.5,116.5,116.5,116.5,116.5,116.5,116.5,116.5,116.5,116.5,116.5,116.5,141.75,141.75,141.75,141.75,141.75,141.75,141.75,141.75,141.75,141.8,141.8,141.8,141.8,141.8,141.8,131.6,141.8,141.8,141.8,141.8,141.8,141.8,141.8,141.8,6597.85
SWEETPINEAPPLES,23.0,23.0,23.0,23.0,23.0,23.0,27.6,27.6,27.6,27.6,28.62,29.301666666666666,32.71,32.71,35.300000000000004,35.300000000000004,35.300000000000004,35.3,35.3,35.3,36.75,31.454545454545453,32.0,32.0,32.0,32.0,32.0,41.0,42.0,42.0,42.0,42.0,42.0,43.5,45.0,46.0,6544.190000000001
HAMBURGERCHEMICALFREEFROZEN,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,42.4,42.0,42.0,42.0,43.125,44.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,6250.0
VEALCUTLETSKABBAB7ALA1KG,102.0,102.0,102.0,101.9,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,6211.0
ALLPURPOSEBAKINGFLOURGLUTENFREE,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.415,46.415,46.415,47.25,47.25,47.25,47.25,47.25,47.25,47.25,46.833333333333336,46.0,46.0,46.0,46.0,46.0,46.0,60.0,60.0,43.75,43.75,43.75,43.75,43.0,43.5,6204.23
BASMATIBROWNRICEORGANIC907G,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.89999999999999,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.89999999999999,39.9,39.9,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,48.0,48.0,48.0,48.0,48.0,48.0,6162.3
COCONUTOILSMALLGLASSJAR,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.75,116.50454545454545,124.0,118.0,118.0,118.0,118.0,118.0,98.18181818181819,100.0,6113.1
BEEFESCALOPE1KG,81.59999999999998,81.60000000000002,81.6,81.6,81.6,81.60000000000001,81.60000000000001,81.6,81.59999999999998,81.6,81.6,81.59999999999998,81.59999999999998,81.60000000000001,81.60000000000001,81.60000000000001,81.6,81.60000000000001,81.6,81.59999999999998,81.60000000000001,81.59999999999998,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,6056.0
VEALPICATTA1KG,102.0,102.0,102.0,101.9,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,6015.6
QUINOAREDPERU,66.89999999999999,66.89999999999999,66.89999999999999,66.89999999999999,66.89999999999999,66.89999999999999,66.89999999999999,66.9,66.9,101.20000000000003,101.20000000000003,101.20000000000003,101.20000000000003,101.20000000000003,101.20000000000003,101.2,101.2,105.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.88888888888889,103.0,104.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,5956.3
WHOLECHICKENCHEMICALFREE,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,45.900000000000006,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,5581.9
YELLOWCARROTCHEMICALFREE,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,13.0,13.0,13.0,13.0,13.0,13.60655737704918,14.0,14.0,14.0,14.0,14.0,12.767441860465116,15.0,15.0,5499.0
MUSHROOM,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,13.132105263157895,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.260000000000002,13.26,13.260000000000002,135.82,9.0,9.0,8.957142857142857,9.0,9.0,15.0,15.0,15.0,15.0,15.0,15.0,17.410714285714285,21.642857142857142,22.0,5224.93
STEVIA,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.411764705882355,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5193.0
TOMATOCHEMICALFREE,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6.5,6.578947368421052,7.0,7.0,7.0,5.284466019417475,5.0,11.05,6.0,5.52,6.0,6.0,6.0,5.529999999999999,9.0,9.0,5087.580000000001
WILDRICEORGANIC227G,67.5,67.5,67.5,67.5,67.5,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,85.0,83.11111111111111,85.0,4865.5
